Location,Latitude,Longitude,SeverityScore,IncidentsTotal
POINT(-79.60661 43.71999),43.72,-79.607,0.042,24
POINT(-79.30444 43.77129),43.771,-79.304,0.018,25
POINT(-79.26733 43.75117),43.751,-79.267,0.08,25
POINT(-79.43013 43.73819),43.738,-79.43,0.003,26
POINT(-79.42908 43.63142),43.631,-79.429,0.02,28
POINT(-79.35465 43.76645),43.766,-79.355,0.007,98
POINT(-79.38789 43.63946),43.639,-79.388,0.012,57
POINT(-79.52119 43.71948),43.719,-79.521,0.011,115
POINT(-79.25056 43.7421),43.742,-79.251,0.014,3
POINT(-79.28628 43.76461),43.765,-79.286,0.004,3
POINT(-79.45371 43.71415),43.714,-79.454,0.002,3
POINT(-79.51597 43.75742),43.757,-79.516,0.004,3
POINT(-79.56828 43.74832),43.748,-79.568,0.018,3
POINT(-79.45536 43.69452),43.695,-79.455,0.013,3
POINT(-79.44535 43.73468),43.735,-79.445,0.006,3
POINT(-79.37602 43.70812),43.708,-79.376,0.007,3
POINT(-79.37962 43.72452),43.725,-79.38,0.004,3
POINT(-79.44825 43.72522),43.725,-79.448,0.004,3
POINT(-79.63071 43.75142),43.751,-79.631,0.001,3
POINT(-79.43079 43.63165),43.632,-79.431,0.003,4
POINT(-79.34977 43.65875),43.659,-79.35,0.007,4
POINT(-79.39875 43.70962),43.71,-79.399,0.003,4
POINT(-79.45774 43.71367),43.714,-79.458,0.009,4
POINT(-79.49317 43.76271),43.763,-79.493,0.017,4
POINT(-79.40539 43.78199),43.782,-79.405,0.016,5
POINT(-79.36278 43.6519),43.652,-79.363,0.006,5
POINT(-79.2465 43.82428),43.824,-79.246,0.006,5
POINT(-79.14871 43.79749),43.797,-79.149,0.012,6
POINT(-79.38118 43.6573),43.657,-79.381,0.012,6
POINT(-79.24368 43.78623),43.786,-79.244,0.013,6
POINT(-79.42529 43.63385),43.634,-79.425,0.002,7
POINT(-79.58173 43.7073),43.707,-79.582,0.06,7
POINT(-79.44526 43.71817),43.718,-79.445,0.009,7
POINT(-79.31104 43.67019),43.67,-79.311,0.008,8
POINT(-79.29752 43.7254),43.725,-79.298,0.01,9
POINT(-79.56327 43.73624),43.736,-79.563,0.041,9
POINT(-79.385 43.7523),43.752,-79.385,0.021,10
POINT(-79.59384 43.75958),43.76,-79.594,0.016,11
POINT(-79.50486 43.60719),43.607,-79.505,0.2,11
POINT(-79.41817 43.68249),43.682,-79.418,0.018,12
POINT(-79.33104 43.73202),43.732,-79.331,0.003,13
POINT(-79.57044 43.75836),43.758,-79.57,0.125,13
POINT(-79.38525 43.64525),43.645,-79.385,0.017,17
POINT(-79.39255 43.63961),43.64,-79.393,0.011,17
POINT(-79.29862 43.77147),43.771,-79.299,0.002,18
POINT(-79.33975 43.69871),43.699,-79.34,0.009,18
POINT(-79.29441 43.8018),43.802,-79.294,0.048,18
POINT(-79.56894 43.74595),43.746,-79.569,0.028,19
POINT(-79.47433 43.75552),43.756,-79.474,0.017,19
POINT(-79.26012 43.78024),43.78,-79.26,0.002,20
POINT(-79.46608 43.70954),43.71,-79.466,0.064,26
POINT(-79.55938 43.63585),43.636,-79.559,0.003,27
POINT(-79.37826 43.76508),43.765,-79.378,0.003,27
POINT(-79.55506 43.60912),43.609,-79.555,0.106,595
POINT(-79.28353 43.77254),43.773,-79.284,0.06,183
POINT(-79.3401 43.65388),43.654,-79.34,0.034,35
POINT(-79.60122 43.73041),43.73,-79.601,0.047,52
POINT(-79.25294 43.77601),43.776,-79.253,0.094,100
POINT(-79.55519 43.7153),43.715,-79.555,0.043,29
POINT(-79.55171 43.6172),43.617,-79.552,0.013,53
POINT(-79.55797 43.63153),43.632,-79.558,0.004,46
POINT(-79.36724 43.76598),43.766,-79.367,0.008,131
POINT(-79.38113 43.76442),43.764,-79.381,0.004,51
POINT(-79.46588 43.70855),43.709,-79.466,0.007,3
POINT(-79.31773 43.70016),43.7,-79.318,0.004,3
POINT(-79.43988 43.65896),43.659,-79.44,0.006,3
POINT(-79.5414 43.63516),43.635,-79.541,0.007,3
POINT(-79.49112 43.64819),43.648,-79.491,0.005,3
POINT(-79.3809 43.72609),43.726,-79.381,0.008,3
POINT(-79.61344 43.72019),43.72,-79.613,0.004,3
POINT(-79.37682 43.66265),43.663,-79.377,0.005,3
POINT(-79.36239 43.67947),43.679,-79.362,0.001,3
POINT(-79.39727 43.69876),43.699,-79.397,0.005,3
POINT(-79.28792 43.76422),43.764,-79.288,0.005,3
POINT(-79.55966 43.7247),43.725,-79.56,0.007,3
POINT(-79.56806 43.74925),43.749,-79.568,0.012,4
POINT(-79.53344 43.61922),43.619,-79.533,0.003,4
POINT(-79.39773 43.67804),43.678,-79.398,0.006,4
POINT(-79.52281 43.71799),43.718,-79.523,0.005,4
POINT(-79.56867 43.69281),43.693,-79.569,0.001,4
POINT(-79.4938 43.62463),43.625,-79.494,0.001,4
POINT(-79.55956 43.71356),43.714,-79.56,0.019,4
POINT(-79.55694 43.67567),43.676,-79.557,0.005,5
POINT(-79.57872 43.67091),43.671,-79.579,0.002,5
POINT(-79.3368 43.76614),43.766,-79.337,0.002,6
POINT(-79.44993 43.69567),43.696,-79.45,0.013,6
POINT(-79.53163 43.63291),43.633,-79.532,0.018,7
POINT(-79.58882 43.74123),43.741,-79.589,0.014,9
POINT(-79.34398 43.73709),43.737,-79.344,0.01,10
POINT(-79.38387 43.65594),43.656,-79.384,0.01,10
POINT(-79.56509 43.64958),43.65,-79.565,0.002,10
POINT(-79.5802 43.69873),43.699,-79.58,0.004,11
POINT(-79.46668 43.76852),43.769,-79.467,0.02,13
POINT(-79.4485 43.7534),43.753,-79.448,0.068,14
POINT(-79.61775 43.73695),43.737,-79.618,0.056,16
POINT(-79.55383 43.70948),43.709,-79.554,0.005,18
POINT(-79.35047 43.77439),43.774,-79.35,0.093,18
POINT(-79.46623 43.72624),43.726,-79.466,0.002,28
POINT(-79.547 43.71086),43.711,-79.547,0.005,86
POINT(-79.55357 43.61051),43.611,-79.554,0.013,54
POINT(-79.55173 43.62992),43.63,-79.552,0.086,202
POINT(-79.53199 43.75416),43.754,-79.532,0.022,34
POINT(-79.38818 43.65492),43.655,-79.388,0.019,42
POINT(-79.30567 43.73195),43.732,-79.306,0.191,141
POINT(-79.6297 43.74587),43.746,-79.63,0.01,32
POINT(-79.54289 43.75219),43.752,-79.543,0.048,103
POINT(-79.55365 43.62058),43.621,-79.554,0.006,37
POINT(-79.50597 43.71114),43.711,-79.506,0.012,34
POINT(-79.44962 43.72984),43.73,-79.45,0.009,98
POINT(-79.27789 43.73014),43.73,-79.278,0.075,51
POINT(-79.3726 43.65225),43.652,-79.373,0.017,38
POINT(-79.60339 43.73428),43.734,-79.603,0.023,34
POINT(-79.49409 43.78142),43.781,-79.494,0.034,76
POINT(-79.21194 43.79438),43.794,-79.212,0.072,394
POINT(-79.43816 43.77481),43.775,-79.438,0.139,34
POINT(-79.52411 43.72625),43.726,-79.524,0.007,39
POINT(-79.50137 43.60797),43.608,-79.501,0.396,59
POINT(-79.5666 43.67417),43.674,-79.567,0.003,3
POINT(-79.34555 43.79514),43.795,-79.346,0.002,3
POINT(-79.36567 43.71341),43.713,-79.366,0.009,3
POINT(-79.58595 43.6881),43.688,-79.586,0.004,3
POINT(-79.35764 43.70954),43.71,-79.358,0.026,3
POINT(-79.4195 43.7404),43.74,-79.419,0.006,3
POINT(-79.45259 43.73304),43.733,-79.453,0.004,3
POINT(-79.43771 43.79411),43.794,-79.438,0.005,3
POINT(-79.37016 43.65624),43.656,-79.37,0.005,3
POINT(-79.39013 43.66972),43.67,-79.39,0.004,3
POINT(-79.39503 43.79858),43.799,-79.395,0.009,3
POINT(-79.23463 43.75788),43.758,-79.235,0.049,3
POINT(-79.4428 43.65064),43.651,-79.443,0.011,3
POINT(-79.58005 43.67103),43.671,-79.58,0.001,4
POINT(-79.45807 43.66418),43.664,-79.458,0.003,4
POINT(-79.46362 43.69862),43.699,-79.464,0.002,4
POINT(-79.52147 43.69873),43.699,-79.521,0.011,4
POINT(-79.39159 43.68231),43.682,-79.392,0.01,5
POINT(-79.5934 43.68197),43.682,-79.593,0.002,5
POINT(-79.56816 43.70858),43.709,-79.568,0.152,5
POINT(-79.60782 43.7454),43.745,-79.608,0.009,6
POINT(-79.45348 43.70847),43.708,-79.453,0.011,6
POINT(-79.38391 43.67115),43.671,-79.384,0.01,7
POINT(-79.34169 43.67959),43.68,-79.342,0.025,7
POINT(-79.32601 43.76844),43.768,-79.326,0.004,9
POINT(-79.47845 43.76081),43.761,-79.478,0.025,9
POINT(-79.57345 43.76473),43.765,-79.573,0.008,10
POINT(-79.34119 43.79512),43.795,-79.341,0.011,10
POINT(-79.45628 43.72848),43.728,-79.456,0.001,10
POINT(-79.24348 43.78386),43.784,-79.243,0.004,10
POINT(-79.36476 43.64537),43.645,-79.365,0.034,10
POINT(-79.21618 43.79352),43.794,-79.216,0.001,10
POINT(-79.36761 43.78995),43.79,-79.368,0.03,10
POINT(-79.47756 43.70837),43.708,-79.478,0.011,11
POINT(-79.37116 43.66146),43.661,-79.371,0.069,11
POINT(-79.56208 43.64245),43.642,-79.562,0.002,12
POINT(-79.44857 43.67146),43.671,-79.449,0.025,13
POINT(-79.37096 43.64326),43.643,-79.371,0.038,14
POINT(-79.46359 43.78857),43.789,-79.464,0.025,20
POINT(-79.2821 43.77556),43.776,-79.282,0.003,25
POINT(-79.378 43.64362),43.644,-79.378,0.011,25
POINT(-79.47046 43.63464),43.635,-79.47,0.004,26
POINT(-80.60612 40.47419),40.474,-80.606,0.195,33
